Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date,Location
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,3108323311,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No different than the National Rate,38,13.8,10.2,18.3,,07/01/2011,06/30/2014,"1300 W 7TH ST
SAN PEDRO, CA 90732
(33.737928, -118.305005)"
050153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,CA,95128,SANTA CLARA,4089472500,Rate of unplanned readmission for CABG,READM_30_CABG,No different than the National Rate,29,14.6,10.7,19.7,,07/01/2011,06/30/2014,"2105 FOREST AVENUE
SAN JOSE, CA 95128
(37.327054, -121.937154)"
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,6508583939,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2013,06/30/2014,"3801 MIRANDA AVENUE
PALO ALTO, CA 94304
(37.402799, -122.141679)"
050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Rate of unplanned readmission for stroke patients,READM_30_STK,No different than the National Rate,74,12.5,9.5,16.3,,07/01/2011,06/30/2014,"2070 CLINTON AVENUE
ALAMEDA, CA 94501
(37.76323, -122.253541)"
050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,4154442000,Rate of readmission after hip/knee surgery,READM_30_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"99 MONTECILLO RD
SAN RAFAEL, CA 94903
(38.004335, -122.553881)"
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,6192948111,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No different than the National Rate,509,16.3,14.1,18.8,,07/01/2011,06/30/2014,"4077 5TH AVE
SAN DIEGO, CA 92103
(32.75121, -117.161022)"
050254,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,95667,EL DORADO,5306221441,Rate of readmission after hip/knee surgery,READM_30_HIP_KNEE,No different than the National Rate,247,4.5,3.1,6.2,,07/01/2011,06/30/2014,"1100 MARSHALL WAY
PLACERVILLE, CA 95667
(38.724483, -120.790643)"
051335,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,SAN BERNARDINO,9098666501,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"41870 GARSTIN DR
BIG BEAR LAKE, CA 92315
(34.246576, -116.889879)"
050018,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,LOS ANGELES,CA,90012,LOS ANGELES,2136248411,Death rate for stroke patients,MORT_30_STK,No different than the National Rate,56,12.9,9.6,16.8,,07/01/2011,06/30/2014,"531 W COLLEGE ST
LOS ANGELES, CA 90012
(34.064627, -118.239249)"
050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4153536000,Rate of unplanned readmission for stroke patients,READM_30_STK,No different than the National Rate,106,13.5,10.4,17.4,,07/01/2011,06/30/2014,"900 HYDE ST
SAN FRANCISCO, CA 94109
(37.789561, -122.417112)"
050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,BAKERSFIELD,CA,93301,KERN,6613271792,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No different than the National Rate,186,14.8,11.8,18.5,,07/01/2011,06/30/2014,"420 34TH ST BOX 1888
BAKERSFIELD, CA 93301
(35.390474, -119.006836)"
050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Rate of readmission after hip/knee surgery,READM_30_HIP_KNEE,No different than the National Rate,332,4.4,3.1,6.1,,07/01/2011,06/30/2014,"170 ALAMEDA DE LAS PULGAS
REDWOOD CITY, CA 94062
(37.480987, -122.253223)"
050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,9256828200,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No different than the National Rate,189,14.9,12.3,17.9,,07/01/2011,06/30/2014,"2540 EAST ST
CONCORD, CA 94520
(37.98296, -122.034236)"
050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232685514,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No different than the National Rate,52,23.0,19.1,27.6,,07/01/2011,06/30/2014,"4060 WHITTIER BLVD
LOS ANGELES, CA 90023
(34.02393, -118.184281)"
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,2095645000,Rate of unplanned readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"333 MERCY AVENUE
MERCED, CA 95340
(37.339443, -120.465118)"
050091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,3235831931,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No different than the National Rate,120,6.5,4.5,9.2,,07/01/2011,06/30/2014,"2623 E SLAUSON AVE
HUNTINGTON PARK, CA 90255
(33.989182, -118.22419)"
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,9095996811,Rate of unplanned readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"1350 W COVINA BLVD
SAN DIMAS, CA 91773
(34.099423, -117.835006)"
050746,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,7149533331,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No different than the National Rate,470,15.5,14.2,16.7,,07/01/2013,06/30/2014,"1001 NORTH TUSTIN AVENUE
SANTA ANA, CA 92705
(33.753636, -117.834209)"
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,9095996811,Death rate for stroke patients,MORT_30_STK,No different than the National Rate,32,14.8,10.9,19.6,,07/01/2011,06/30/2014,"1350 W COVINA BLVD
SAN DIMAS, CA 91773
(34.099423, -117.835006)"
050744,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,7145336220,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"1025 S ANAHEIM BLVD
ANAHEIM, CA 92805
(33.820365, -117.908942)"
050709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,7602418000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No different than the National Rate,158,17.1,14.4,20.3,,07/01/2011,06/30/2014,"16850 BEAR VALLEY RD
VICTORVILLE, CA 92395
(34.470911, -117.297099)"
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,7147741450,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No different than the National Rate,1863,14.5,13.6,15.6,,07/01/2013,06/30/2014,"1111 W LA PALMA AVENUE
ANAHEIM, CA 92801
(33.847138, -117.933934)"
050357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,SANTA BARBARA,8056816446,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"351 S PATTERSON AVE
SANTA BARBARA, CA 93111
(34.433281, -119.809524)"
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,9517883000,Rate of readmission after hip/knee surgery,READM_30_HIP_KNEE,No different than the National Rate,130,4.3,3.0,6.3,,07/01/2011,06/30/2014,"4445 MAGNOLIA AVENUE
RIVERSIDE, CA 92501
(33.975701, -117.380349)"
050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,SANTA BARBARA,8056827111,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Better than the National Rate,463,8.7,6.9,10.9,,07/01/2011,06/30/2014,"400 WEST PUEBLO
SANTA BARBARA, CA 93102
(34.429483, -119.723077)"
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,4152091300,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"180 ROWLAND WAY
NOVATO, CA 94945
(38.098077, -122.55966)"
050281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,6265701606,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"100 S RAYMOND AVE
ALHAMBRA, CA 91801
(34.090156, -118.145017)"
050394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,VENTURA,8056525011,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No different than the National Rate,2262,14.5,13.6,15.6,,07/01/2013,06/30/2014,"147 N BRENT ST
VENTURA, CA 93003
(34.274184, -119.257238)"
050298,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,BARSTOW,CA,92311,SAN BERNARDINO,7602561761,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No different than the National Rate,69,9.9,6.9,14.0,,07/01/2011,06/30/2014,"820 E MOUNTAIN VIEW STREET
BARSTOW, CA 92311
(34.893696, -117.0166)"
050766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Rate of readmission after hip/knee surgery,READM_30_HIP_KNEE,No different than the National Rate,336,5.3,3.9,7.3,,07/01/2011,06/30/2014,"455 PLUMAS BLVD
YUBA CITY, CA 95991
(39.130925, -121.61399)"
050091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,3235831931,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No different than the National Rate,54,16.6,13.6,20.2,,07/01/2011,06/30/2014,"2623 E SLAUSON AVE
HUNTINGTON PARK, CA 90255
(33.989182, -118.22419)"
050736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,6265709000,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"900 S ATLANTIC BLVD
MONTEREY PARK, CA 91754
(34.049776, -118.138746)"
050070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6507423200,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"1200 EL CAMINO REAL
SOUTH SAN FRANCISCO, CA 94080
(37.658376, -122.439205)"
053305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,725 WELCH ROAD,PALO ALTO,CA,94304,SANTA CLARA,6504978000,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"725 WELCH ROAD
PALO ALTO, CA 94304
(37.437382, -122.175061)"
050724,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,KERN,6613166000,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No different than the National Rate,215,10.6,7.9,13.8,,07/01/2011,06/30/2014,"3001 SILLECT AVENUE
BAKERSFIELD, CA 93308
(35.386104, -119.040838)"
050295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,KERN,6616325000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No different than the National Rate,307,19.6,16.8,22.6,,07/01/2011,06/30/2014,"2215 TRUXTUN AVENUE
BAKERSFIELD, CA 93301
(35.373323, -119.027386)"
050045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Rate of unplanned readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"1415 ROSS AVENUE
EL CENTRO, CA 92243
(32.781498, -115.56862)"
050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000,Rate of unplanned readmission for stroke patients,READM_30_STK,No different than the National Rate,136,12.1,9.3,15.4,,07/01/2011,06/30/2014,"450 STANYAN ST
SAN FRANCISCO, CA 94117
(37.77384, -122.454495)"
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,9517883000,Death rate for stroke patients,MORT_30_STK,No different than the National Rate,179,14.2,11.2,17.9,,07/01/2011,06/30/2014,"4445 MAGNOLIA AVENUE
RIVERSIDE, CA 92501
(33.975701, -117.380349)"
050541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,6502992000,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"1100 VETERANS BOULEVARD
REDWOOD CITY, CA 94063
(37.489519, -122.223278)"
050751,MIRACLE MILE MEDICAL CENTER,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,3239301040,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"6000 SAN VICENTE BLVD
LOS ANGELES, CA 90036
(34.057374, -118.362014)"
050382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,6268142468,Rate of unplanned readmission for CABG,READM_30_CABG,No different than the National Rate,57,15.9,12.1,20.5,,07/01/2011,06/30/2014,"210 W SAN BERNARDINO ROAD
COVINA, CA 91723
(34.089947, -117.893666)"
050775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,Death rate for stroke patients,MORT_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"31700 TEMECULA PKWY
TEMECULA, CA 92592
(33.479248, -117.105906)"
051326,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,PLUMAS,5302832121,Rate of unplanned readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"1065 BUCKS LAKE ROAD
QUINCY, CA 95971
(39.939227, -120.962282)"
050194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No different than the National Rate,198,12.9,9.6,16.8,,07/01/2011,06/30/2014,"75 NIELSON STREET
WATSONVILLE, CA 95076
(36.92828, -121.793721)"
050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,2096674200,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No different than the National Rate,323,12.8,10.5,15.4,,07/01/2011,06/30/2014,"825 DELBON AVE
TURLOCK, CA 95382
(37.510487, -120.837491)"
050225,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,CA,95969,BUTTE,5308779361,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No different than the National Rate,318,10.5,8.2,13.3,,07/01/2011,06/30/2014,"5974 PENTZ ROAD
PARADISE, CA 95969
(39.756161, -121.572305)"
050261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,5597841110,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No different than the National Rate,273,9.1,6.8,12.2,,07/01/2011,06/30/2014,"465 W PUTNAM AVE
PORTERVILLE, CA 93257
(36.069575, -119.027405)"
050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,SAN MATEO,6503248500,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"570 WILLOW ROAD
MENLO PARK, CA 94025
(37.462043, -122.159517)"
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,BURBANK,CA,91505,LOS ANGELES,8188435111,Death rate for CABG,MORT_30_CABG,No different than the National Rate,34,3.1,1.5,6.2,,07/01/2011,06/30/2014,"501 SOUTH BUENA VISTA
BURBANK, CA 91505
(34.15761, -118.327824)"
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,9169735000,Rate of unplanned readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"2025 MORSE AVENUE
SACRAMENTO, CA 95825
(38.602162, -121.392238)"
050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4153536000,Death rate for stroke patients,MORT_30_STK,No different than the National Rate,106,13.5,10.3,17.7,,07/01/2011,06/30/2014,"900 HYDE ST
SAN FRANCISCO, CA 94109
(37.789561, -122.417112)"
050125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Rate of unplanned readmission for CABG,READM_30_CABG,No different than the National Rate,69,14.7,11.3,19.0,,07/01/2011,06/30/2014,"225 N JACKSON AVENUE
SAN JOSE, CA 95116
(37.363787, -121.848823)"
050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,8189955000,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"16237 VENTURA BLVD
ENCINO, CA 91436
(34.156826, -118.486948)"
050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,2096674200,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No different than the National Rate,385,10.2,8.0,12.9,,07/01/2011,06/30/2014,"825 DELBON AVE
TURLOCK, CA 95382
(37.510487, -120.837491)"
050301,UKIAH VALLEY MEDICAL CENTER,275 HOSPITAL DRIVE,UKIAH,CA,95482,MENDOCINO,7074623111,Rate of unplanned readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"275 HOSPITAL DRIVE
UKIAH, CA 95482
(39.152989, -123.203793)"
050169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 E WASHINGTON BLVD,WHITTIER,CA,90602,LOS ANGELES,5266980811,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No different than the National Rate,419,21.3,18.5,24.3,,07/01/2011,06/30/2014,"12401 E WASHINGTON BLVD
WHITTIER, CA 90602
(33.967433, -118.048143)"
050767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,7076244000,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"1 QUALITY DRIVE
VACAVILLE, CA 95688
(38.390073, -121.936776)"
050744,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,7145336220,Death rate for stroke patients,MORT_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"1025 S ANAHEIM BLVD
ANAHEIM, CA 92805
(33.820365, -117.908942)"
051306,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,GLENN,5309341818,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No different than the National Rate,30,16.2,13.1,19.9,,07/01/2011,06/30/2014,"1133 W SYCAMORE ST
WILLOWS, CA 95988
(39.520467, -122.208141)"
050541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,6502992000,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"1100 VETERANS BOULEVARD
REDWOOD CITY, CA 94063
(37.489519, -122.223278)"
050122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No different than the National Rate,120,12.8,9.6,16.9,,07/01/2011,06/30/2014,"525 WEST ACACIA STREET
STOCKTON, CA 95203
(37.961201, -121.300691)"
050492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,5593244000,Rate of readmission after hip/knee surgery,READM_30_HIP_KNEE,No different than the National Rate,52,4.7,3.1,7.0,,07/01/2011,06/30/2014,"2755 HERNDON AVE
CLOVIS, CA 93611
(36.837421, -119.661626)"
050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,9095584000,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No different than the National Rate,194,12.7,10.1,15.8,,07/01/2011,06/30/2014,"11234 ANDERSON ST
LOMA LINDA, CA 92354
(34.049507, -117.261117)"
050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,9167342011,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No different than the National Rate,289,9.5,7.2,12.4,,07/01/2011,06/30/2014,"2315 STOCKTON BOULEVARD
SACRAMENTO, CA 95817
(38.554375, -121.457535)"
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVE,BERKELEY,CA,94705,ALAMEDA,5102044444,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,No different than the National Rate,31,17.3,14.2,20.8,,07/01/2011,06/30/2014,"2450 ASHBY AVE
BERKELEY, CA 94705
(37.856488, -122.257329)"
050528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,2098260591,Rate of unplanned readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"520 WEST I ST
LOS BANOS, CA 93635
(37.063454, -120.859009)"
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4158332646,Rate of unplanned readmission for stroke patients,READM_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2011,06/30/2014,"2425 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.782778, -122.443222)"
050278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,LOS ANGELES,8183658051,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No different than the National Rate,269,7.3,5.5,9.7,,07/01/2011,06/30/2014,"15031 RINALDI ST
MISSION HILLS, CA 91346
(34.279013, -118.459485)"
050394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,VENTURA,8056525011,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No different than the National Rate,186,8.7,6.5,11.9,,07/01/2011,06/30/2014,"147 N BRENT ST
VENTURA, CA 93003
(34.274184, -119.257238)"
050290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,3108295511,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No different than the National Rate,219,7.3,5.5,9.4,,07/01/2011,06/30/2014,"2121 SANTA MONICA BLVD
SANTA MONICA, CA 90404
(34.03007, -118.478305)"
050261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,5597841110,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,353,20.3,17.0,24.0,,07/01/2011,06/30/2014,"465 W PUTNAM AVE
PORTERVILLE, CA 93257
(36.069575, -119.027405)"
050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,SAN MATEO,6503248500,Rate of unplanned readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2011,06/30/2014,"570 WILLOW ROAD
MENLO PARK, CA 94025
(37.462043, -122.159517)"
050390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,9516522811,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No different than the National Rate,333,13.5,11.0,16.5,,07/01/2011,06/30/2014,"1117 EAST DEVONSHIRE
HEMET, CA 92543
(33.751223, -116.960068)"
